Instruction at 0x401d97 in routine: test_floating_point_operations | pxor xmm7, xmm7 | Category: LOGICAL
Instruction at 0x401d9b in routine: test_floating_point_operations | cvtss2sd xmm7, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x401da0 in routine: test_floating_point_operations | movq rax, xmm7 | Category: DATAXFER
Instruction at 0x401da5 in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x401da9 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401dae in routine: test_floating_point_operations | mov edi, 0x403780 | Category: DATAXFER
Instruction at 0x401db3 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401db8 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401dbd in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401dc1 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401dc6 in routine: test_floating_point_operations | call 0x401180 | Category: CALL
Instruction at 0x401dcb in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x401dd0 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401dd4 in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x401dd9 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401dde in routine: test_floating_point_operations | mov edi, 0x4037a0 | Category: DATAXFER
Instruction at 0x401de3 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401de8 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401ded in routine: test_floating_point_operations | mov eax, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401df0 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x401df4 in routine: test_floating_point_operations | call 0x401090 | Category: CALL
Instruction at 0x401df9 in routine: test_floating_point_operations | cvtss2sd xmm0, xmm0 | Category: CONVERT
Instruction at 0x401dfd in routine: test_floating_point_operations | pxor xmm3, xmm3 | Category: LOGICAL
Instruction at 0x401e01 in routine: test_floating_point_operations | cvtss2sd xmm3, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x401e06 in routine: test_floating_point_operations | movq rax, xmm3 | Category: DATAXFER
Instruction at 0x401e0b in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x401e0f in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401e14 in routine: test_floating_point_operations | mov edi, 0x4037c0 | Category: DATAXFER
Instruction at 0x401e19 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401e1e in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401e23 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401e27 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401e2c in routine: test_floating_point_operations | call 0x401170 | Category: CALL
Instruction at 0x401e31 in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x401e36 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401e3a in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x401e3f in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401e44 in routine: test_floating_point_operations | mov edi, 0x4037e0 | Category: DATAXFER
Instruction at 0x401e49 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401e4e in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401e53 in routine: test_floating_point_operations | mov eax, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401e56 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x401e5a in routine: test_floating_point_operations | call 0x401060 | Category: CALL
Instruction at 0x401e5f in routine: test_floating_point_operations | cvtss2sd xmm0, xmm0 | Category: CONVERT
Instruction at 0x401e63 in routine: test_floating_point_operations | pxor xmm4, xmm4 | Category: LOGICAL
Instruction at 0x401e67 in routine: test_floating_point_operations | cvtss2sd xmm4, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x401e6c in routine: test_floating_point_operations | movq rax, xmm4 | Category: DATAXFER
Instruction at 0x401e71 in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x401e75 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401e7a in routine: test_floating_point_operations | mov edi, 0x403808 | Category: DATAXFER
Instruction at 0x401e7f in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401e84 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401e89 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401e8d in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401e92 in routine: test_floating_point_operations | call 0x401140 | Category: CALL
Instruction at 0x401e97 in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x401e9c in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401ea0 in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x401ea5 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401eaa in routine: test_floating_point_operations | mov edi, 0x403828 | Category: DATAXFER
Instruction at 0x401eaf in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401eb4 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401eb9 in routine: test_floating_point_operations | mov eax, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401ebc in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x401ec0 in routine: test_floating_point_operations | call 0x4011a0 | Category: CALL
Instruction at 0x401ec5 in routine: test_floating_point_operations | cvtss2sd xmm0, xmm0 | Category: CONVERT
Instruction at 0x401ec9 in routine: test_floating_point_operations | pxor xmm5, xmm5 | Category: LOGICAL
Instruction at 0x401ecd in routine: test_floating_point_operations | cvtss2sd xmm5, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x401ed2 in routine: test_floating_point_operations | movq rax, xmm5 | Category: DATAXFER
Instruction at 0x401ed7 in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x401edb in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401ee0 in routine: test_floating_point_operations | mov edi, 0x403850 | Category: DATAXFER
Instruction at 0x401ee5 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401eea in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401eef in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401ef3 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401ef8 in routine: test_floating_point_operations | call 0x4011e0 | Category: CALL
Instruction at 0x401efd in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x401f02 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401f06 in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x401f0b in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401f10 in routine: test_floating_point_operations | mov edi, 0x403870 | Category: DATAXFER
Instruction at 0x401f15 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401f1a in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401f1f in routine: test_floating_point_operations | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401f24 in routine: test_floating_point_operations | movss xmm1, dword ptr [rip+0x1b5c] | Category: DATAXFER
Instruction at 0x401f2c in routine: test_floating_point_operations | divss xmm0, xmm1 | Category: SSE
Instruction at 0x401f30 in routine: test_floating_point_operations | movd eax, xmm0 | Category: DATAXFER
Instruction at 0x401f34 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x401f38 in routine: test_floating_point_operations | call 0x401150 | Category: CALL
Instruction at 0x401f3d in routine: test_floating_point_operations | pxor xmm2, xmm2 | Category: LOGICAL
Instruction at 0x401f41 in routine: test_floating_point_operations | cvtss2sd xmm2, xmm0 | Category: CONVERT
Instruction at 0x401f45 in routine: test_floating_point_operations | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401f4a in routine: test_floating_point_operations | movss xmm1, dword ptr [rip+0x1b36] | Category: DATAXFER
Instruction at 0x401f52 in routine: test_floating_point_operations | divss xmm0, xmm1 | Category: SSE
Instruction at 0x401f56 in routine: test_floating_point_operations | pxor xmm6, xmm6 | Category: LOGICAL
Instruction at 0x401f5a in routine: test_floating_point_operations | cvtss2sd xmm6, xmm0 | Category: CONVERT
Instruction at 0x401f5e in routine: test_floating_point_operations | movq rax, xmm6 | Category: DATAXFER
Instruction at 0x401f63 in routine: test_floating_point_operations | movapd xmm1, xmm2 | Category: DATAXFER
Instruction at 0x401f67 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401f6c in routine: test_floating_point_operations | mov edi, 0x403898 | Category: DATAXFER
Instruction at 0x401f71 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401f76 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401f7b in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401f80 in routine: test_floating_point_operations | movsd xmm1, qword ptr [rip+0x1b08] | Category: DATAXFER
Instruction at 0x401f88 in routine: test_floating_point_operations | divsd xmm0, xmm1 | Category: SSE
Instruction at 0x401f8c in routine: test_floating_point_operations | movq rax, xmm0 | Category: DATAXFER
Instruction at 0x401f91 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401f96 in routine: test_floating_point_operations | call 0x4011f0 | Category: CALL
Instruction at 0x401f9b in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x401fa0 in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x401fa5 in routine: test_floating_point_operations | movsd xmm1, qword ptr [rip+0x1ae3] | Category: DATAXFER
Instruction at 0x401fad in routine: test_floating_point_operations | divsd xmm0, xmm1 | Category: SSE
Instruction at 0x401fb1 in routine: test_floating_point_operations | movq rax, xmm0 | Category: DATAXFER
Instruction at 0x401fb6 in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x401fbb in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401fc0 in routine: test_floating_point_operations | mov edi, 0x4038b8 | Category: DATAXFER
Instruction at 0x401fc5 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x401fca in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x401fcf in routine: test_floating_point_operations | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401fd4 in routine: test_floating_point_operations | movss xmm1, dword ptr [rip+0x1aac] | Category: DATAXFER
Instruction at 0x401fdc in routine: test_floating_point_operations | divss xmm0, xmm1 | Category: SSE
Instruction at 0x401fe0 in routine: test_floating_point_operations | movd eax, xmm0 | Category: DATAXFER
Instruction at 0x401fe4 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x401fe8 in routine: test_floating_point_operations | call 0x401110 | Category: CALL
Instruction at 0x401fed in routine: test_floating_point_operations | pxor xmm2, xmm2 | Category: LOGICAL
Instruction at 0x401ff1 in routine: test_floating_point_operations | cvtss2sd xmm2, xmm0 | Category: CONVERT
Instruction at 0x401ff5 in routine: test_floating_point_operations | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401ffa in routine: test_floating_point_operations | movss xmm1, dword ptr [rip+0x1a86] | Category: DATAXFER
Instruction at 0x402002 in routine: test_floating_point_operations | divss xmm0, xmm1 | Category: SSE
Instruction at 0x402006 in routine: test_floating_point_operations | pxor xmm7, xmm7 | Category: LOGICAL
Instruction at 0x40200a in routine: test_floating_point_operations | cvtss2sd xmm7, xmm0 | Category: CONVERT
Instruction at 0x40200e in routine: test_floating_point_operations | movq rax, xmm7 | Category: DATAXFER
Instruction at 0x402013 in routine: test_floating_point_operations | movapd xmm1, xmm2 | Category: DATAXFER
Instruction at 0x402017 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x40201c in routine: test_floating_point_operations | mov edi, 0x4038e0 | Category: DATAXFER
Instruction at 0x402021 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x402026 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x40202b in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x402030 in routine: test_floating_point_operations | movsd xmm1, qword ptr [rip+0x1a58] | Category: DATAXFER
Instruction at 0x402038 in routine: test_floating_point_operations | divsd xmm0, xmm1 | Category: SSE
Instruction at 0x40203c in routine: test_floating_point_operations | movq rax, xmm0 | Category: DATAXFER
Instruction at 0x402041 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x402046 in routine: test_floating_point_operations | call 0x401100 | Category: CALL
Instruction at 0x40204b in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x402050 in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x402055 in routine: test_floating_point_operations | movsd xmm1, qword ptr [rip+0x1a33] | Category: DATAXFER
Instruction at 0x40205d in routine: test_floating_point_operations | divsd xmm0, xmm1 | Category: SSE
Instruction at 0x402061 in routine: test_floating_point_operations | movq rax, xmm0 | Category: DATAXFER
Instruction at 0x402066 in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x40206b in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x402070 in routine: test_floating_point_operations | mov edi, 0x403900 | Category: DATAXFER
Instruction at 0x402075 in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x40207a in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x40207f in routine: test_floating_point_operations | mov eax, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x402082 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x402086 in routine: test_floating_point_operations | call 0x401070 | Category: CALL
Instruction at 0x40208b in routine: test_floating_point_operations | cvtss2sd xmm0, xmm0 | Category: CONVERT
Instruction at 0x40208f in routine: test_floating_point_operations | pxor xmm3, xmm3 | Category: LOGICAL
Instruction at 0x402093 in routine: test_floating_point_operations | cvtss2sd xmm3, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x402098 in routine: test_floating_point_operations | movq rax, xmm3 | Category: DATAXFER
Instruction at 0x40209d in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x4020a1 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x4020a6 in routine: test_floating_point_operations | mov edi, 0x403928 | Category: DATAXFER
Instruction at 0x4020ab in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x4020b0 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x4020b5 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x4020b9 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x4020be in routine: test_floating_point_operations | call 0x401080 | Category: CALL
Instruction at 0x4020c3 in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x4020c8 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x4020cc in routine: test_floating_point_operations | movq xmm1, rdx | Category: DATAXFER
Instruction at 0x4020d1 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x4020d6 in routine: test_floating_point_operations | mov edi, 0x403948 | Category: DATAXFER
Instruction at 0x4020db in routine: test_floating_point_operations | mov eax, 0x2 | Category: DATAXFER
Instruction at 0x4020e0 in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x4020e5 in routine: test_floating_point_operations | movss xmm0, dword ptr [rbp-0x8] | Category: DATAXFER
Instruction at 0x4020ea in routine: test_floating_point_operations | mov eax, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x4020ed in routine: test_floating_point_operations | movaps xmm1, xmm0 | Category: DATAXFER
Instruction at 0x4020f0 in routine: test_floating_point_operations | movd xmm0, eax | Category: DATAXFER
Instruction at 0x4020f4 in routine: test_floating_point_operations | call 0x401220 | Category: CALL
Instruction at 0x4020f9 in routine: test_floating_point_operations | pxor xmm1, xmm1 | Category: LOGICAL
Instruction at 0x4020fd in routine: test_floating_point_operations | cvtss2sd xmm1, xmm0 | Category: CONVERT
Instruction at 0x402101 in routine: test_floating_point_operations | pxor xmm0, xmm0 | Category: LOGICAL
Instruction at 0x402105 in routine: test_floating_point_operations | cvtss2sd xmm0, dword ptr [rbp-0x8] | Category: CONVERT
Instruction at 0x40210a in routine: test_floating_point_operations | pxor xmm4, xmm4 | Category: LOGICAL
Instruction at 0x40210e in routine: test_floating_point_operations | cvtss2sd xmm4, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x402113 in routine: test_floating_point_operations | movq rax, xmm4 | Category: DATAXFER
Instruction at 0x402118 in routine: test_floating_point_operations | movapd xmm2, xmm1 | Category: DATAXFER
Instruction at 0x40211c in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x402120 in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x402125 in routine: test_floating_point_operations | mov edi, 0x403970 | Category: DATAXFER
Instruction at 0x40212a in routine: test_floating_point_operations | mov eax, 0x3 | Category: DATAXFER
Instruction at 0x40212f in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x402134 in routine: test_floating_point_operations | mov eax, 0x0 | Category: DATAXFER
Instruction at 0x402139 in routine: test_floating_point_operations | call 0x401357 | Category: CALL
Instruction at 0x401357 in routine: FaultInjectionEnd | push rbp | Category: PUSH
Instruction at 0x401358 in routine: FaultInjectionEnd | mov rbp, rsp | Category: DATAXFER
Instruction at 0x40135b in routine: FaultInjectionEnd | mov rax, qword ptr [rip+0x3dce] | Category: DATAXFER
Instruction at 0x401362 in routine: FaultInjectionEnd | test rax, rax | Category: LOGICAL
Instruction at 0x401365 in routine: FaultInjectionEnd | jz 0x401385 | Category: COND_BR
Instruction at 0x401367 in routine: FaultInjectionEnd | mov rax, qword ptr [rip+0x3dc2] | Category: DATAXFER
Instruction at 0x40136e in routine: FaultInjectionEnd | mov rcx, rax | Category: DATAXFER
Instruction at 0x401371 in routine: FaultInjectionEnd | mov edx, 0x1e | Category: DATAXFER
Instruction at 0x401376 in routine: FaultInjectionEnd | mov esi, 0x1 | Category: DATAXFER
Instruction at 0x40137b in routine: FaultInjectionEnd | mov edi, 0x403038 | Category: DATAXFER
Instruction at 0x401380 in routine: FaultInjectionEnd | call 0x401200 | Category: CALL
Instruction at 0x401385 in routine: FaultInjectionEnd | nop | Category: NOP
Instruction at 0x401386 in routine: FaultInjectionEnd | pop rbp | Category: POP
Instruction at 0x401387 in routine: FaultInjectionEnd | ret  | Category: RET
Instruction at 0x40213e in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x18] | Category: DATAXFER
Instruction at 0x402143 in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x402147 in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x40214b in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x402150 in routine: test_floating_point_operations | call 0x4010d0 | Category: CALL
Instruction at 0x402155 in routine: test_floating_point_operations | movq rdx, xmm0 | Category: DATAXFER
Instruction at 0x40215a in routine: test_floating_point_operations | movsd xmm0, qword ptr [rbp-0x18] | Category: DATAXFER
Instruction at 0x40215f in routine: test_floating_point_operations | mov rax, qword ptr [rbp-0x10] | Category: DATAXFER
Instruction at 0x402163 in routine: test_floating_point_operations | movq xmm2, rdx | Category: DATAXFER
Instruction at 0x402168 in routine: test_floating_point_operations | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x40216c in routine: test_floating_point_operations | movq xmm0, rax | Category: DATAXFER
Instruction at 0x402171 in routine: test_floating_point_operations | mov edi, 0x403998 | Category: DATAXFER
Instruction at 0x402176 in routine: test_floating_point_operations | mov eax, 0x3 | Category: DATAXFER
Instruction at 0x40217b in routine: test_floating_point_operations | call 0x4010a0 | Category: CALL
Instruction at 0x402180 in routine: test_floating_point_operations | nop | Category: NOP
Instruction at 0x402181 in routine: test_floating_point_operations | leave  | Category: MISC
Instruction at 0x402182 in routine: test_floating_point_operations | ret  | Category: RET
Instruction at 0x4021ce in routine: main | mov eax, 0x0 | Category: DATAXFER
Instruction at 0x4021d3 in routine: main | call 0x401388 | Category: CALL
Instruction at 0x401388 in routine: simulate_floating_point_instructions | push rbp | Category: PUSH
Instruction at 0x401389 in routine: simulate_floating_point_instructions | mov rbp, rsp | Category: DATAXFER
Instruction at 0x40138c in routine: simulate_floating_point_instructions | sub rsp, 0x20 | Category: BINARY
Instruction at 0x401390 in routine: simulate_floating_point_instructions | movss xmm0, dword ptr [rip+0x2684] | Category: DATAXFER
Instruction at 0x401398 in routine: simulate_floating_point_instructions | movss dword ptr [rbp-0x4], xmm0 | Category: DATAXFER
Instruction at 0x40139d in routine: simulate_floating_point_instructions | movss xmm0, dword ptr [rip+0x267b] | Category: DATAXFER
Instruction at 0x4013a5 in routine: simulate_floating_point_instructions | movss dword ptr [rbp-0x8], xmm0 | Category: DATAXFER
Instruction at 0x4013aa in routine: simulate_floating_point_instructions | movsd xmm0, qword ptr [rip+0x2676] | Category: DATAXFER
Instruction at 0x4013b2 in routine: simulate_floating_point_instructions | movsd qword ptr [rbp-0x10], xmm0 | Category: DATAXFER
Instruction at 0x4013b7 in routine: simulate_floating_point_instructions | movsd xmm0, qword ptr [rip+0x2671] | Category: DATAXFER
Instruction at 0x4013bf in routine: simulate_floating_point_instructions | movsd qword ptr [rbp-0x18], xmm0 | Category: DATAXFER
Instruction at 0x4013c4 in routine: simulate_floating_point_instructions | mov edi, 0x403058 | Category: DATAXFER
Instruction at 0x4013c9 in routine: simulate_floating_point_instructions | call 0x401040 | Category: CALL
Instruction at 0x4013ce in routine: simulate_floating_point_instructions | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x4013d3 in routine: simulate_floating_point_instructions | addss xmm0, dword ptr [rbp-0x8] | Category: SSE
Instruction at 0x4013d8 in routine: simulate_floating_point_instructions | pxor xmm1, xmm1 | Category: LOGICAL
Instruction at 0x4013dc in routine: simulate_floating_point_instructions | cvtss2sd xmm1, xmm0 | Category: CONVERT
Instruction at 0x4013e0 in routine: simulate_floating_point_instructions | pxor xmm0, xmm0 | Category: LOGICAL
Instruction at 0x4013e4 in routine: simulate_floating_point_instructions | cvtss2sd xmm0, dword ptr [rbp-0x8] | Category: CONVERT
Instruction at 0x4013e9 in routine: simulate_floating_point_instructions | pxor xmm3, xmm3 | Category: LOGICAL
Instruction at 0x4013ed in routine: simulate_floating_point_instructions | cvtss2sd xmm3, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x4013f2 in routine: simulate_floating_point_instructions | movq rax, xmm3 | Category: DATAXFER
Instruction at 0x4013f7 in routine: simulate_floating_point_instructions | movapd xmm2, xmm1 | Category: DATAXFER
Instruction at 0x4013fb in routine: simulate_floating_point_instructions | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x4013ff in routine: simulate_floating_point_instructions | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401404 in routine: simulate_floating_point_instructions | mov edi, 0x403090 | Category: DATAXFER
Instruction at 0x401409 in routine: simulate_floating_point_instructions | mov eax, 0x3 | Category: DATAXFER
Instruction at 0x40140e in routine: simulate_floating_point_instructions | call 0x4010a0 | Category: CALL
Instruction at 0x401413 in routine: simulate_floating_point_instructions | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x401418 in routine: simulate_floating_point_instructions | subss xmm0, dword ptr [rbp-0x8] | Category: SSE
Instruction at 0x40141d in routine: simulate_floating_point_instructions | pxor xmm1, xmm1 | Category: LOGICAL
Instruction at 0x401421 in routine: simulate_floating_point_instructions | cvtss2sd xmm1, xmm0 | Category: CONVERT
Instruction at 0x401425 in routine: simulate_floating_point_instructions | pxor xmm0, xmm0 | Category: LOGICAL
Instruction at 0x401429 in routine: simulate_floating_point_instructions | cvtss2sd xmm0, dword ptr [rbp-0x8] | Category: CONVERT
Instruction at 0x40142e in routine: simulate_floating_point_instructions | pxor xmm4, xmm4 | Category: LOGICAL
Instruction at 0x401432 in routine: simulate_floating_point_instructions | cvtss2sd xmm4, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x401437 in routine: simulate_floating_point_instructions | movq rax, xmm4 | Category: DATAXFER
Instruction at 0x40143c in routine: simulate_floating_point_instructions | movapd xmm2, xmm1 | Category: DATAXFER
Instruction at 0x401440 in routine: simulate_floating_point_instructions | movapd xmm1, xmm0 | Category: DATAXFER
Instruction at 0x401444 in routine: simulate_floating_point_instructions | movq xmm0, rax | Category: DATAXFER
Instruction at 0x401449 in routine: simulate_floating_point_instructions | mov edi, 0x4030c0 | Category: DATAXFER
Instruction at 0x40144e in routine: simulate_floating_point_instructions | mov eax, 0x3 | Category: DATAXFER
Instruction at 0x401453 in routine: simulate_floating_point_instructions | call 0x4010a0 | Category: CALL
Instruction at 0x401458 in routine: simulate_floating_point_instructions | movss xmm0, dword ptr [rbp-0x4] | Category: DATAXFER
Instruction at 0x40145d in routine: simulate_floating_point_instructions | mulss xmm0, dword ptr [rbp-0x8] | Category: SSE
Instruction at 0x401462 in routine: simulate_floating_point_instructions | pxor xmm1, xmm1 | Category: LOGICAL
Instruction at 0x401466 in routine: simulate_floating_point_instructions | cvtss2sd xmm1, xmm0 | Category: CONVERT
Instruction at 0x40146a in routine: simulate_floating_point_instructions | pxor xmm0, xmm0 | Category: LOGICAL
Instruction at 0x40146e in routine: simulate_floating_point_instructions | cvtss2sd xmm0, dword ptr [rbp-0x8] | Category: CONVERT
Instruction at 0x401473 in routine: simulate_floating_point_instructions | pxor xmm5, xmm5 | Category: LOGICAL
Instruction at 0x401477 in routine: simulate_floating_point_instructions | cvtss2sd xmm5, dword ptr [rbp-0x4] | Category: CONVERT
Instruction at 0x40147c in routine: simulate_floating_point_instructions | movq rax, xmm5 | Category: DATAXFER
